Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2024-10-18,28.81,58.79,8.25,12.64,15.89,14.61,7.24,0.78,18.61,1.18,7.34,,,0.44,1.14,32.92,79.57,3.01,200.59,0.42,0.35,106.99,846.33,-0.49
2024-10-19,24.77,56.91,12.3,12.7,19.11,14.11,6.84,0.6,21.57,0.87,5.89,,,0.35,0.66,32.93,79.23,3.29,173.49,0.94,0.65,134.32,845.12,-0.48
2024-10-20,19.5,39.05,13.01,10.95,19.44,13.27,7.0,0.59,20.03,0.68,4.68,,,0.29,0.53,32.86,79.39,3.55,170.62,0.44,0.37,119.85,846.31,-0.47
2024-10-21,15.68,35.72,17.79,12.33,23.94,16.36,6.48,0.6,18.26,0.82,4.94,,,0.37,0.87,32.75,76.41,3.82,173.1,0.06,0.05,148.54,846.05,-0.49
2024-10-22,22.44,54.15,20.72,12.65,26.24,17.0,7.18,0.67,16.87,0.75,4.51,,,0.41,1.24,32.54,76.78,4.46,176.11,0.01,0.01,145.58,846.19,-0.48
2024-10-23,34.79,81.36,14.12,11.45,15.23,19.19,8.91,1.05,20.15,0.94,4.97,,,0.74,2.4,32.58,75.28,4.26,175.02,0.01,0.01,146.31,844.99,-0.48
2024-10-24,45.28,109.17,7.27,15.7,17.11,17.09,8.02,1.02,21.88,1.43,10.35,,,1.91,6.88,32.6,75.23,4.12,181.47,0.02,0.01,108.03,844.93,-0.48
2024-10-25,35.14,84.65,6.76,14.48,16.12,17.24,7.2,0.93,22.24,1.34,9.59,,,1.28,4.78,32.61,72.11,4.37,174.66,0.02,0.02,128.3,844.0,-0.47
2024-10-26,41.7,94.92,6.3,13.93,15.85,17.35,8.86,0.93,24.63,1.16,6.61,,,0.89,1.6,32.58,71.23,4.4,204.51,0.01,0.01,139.01,843.76,-0.47
2024-10-27,52.79,113.97,6.28,14.88,16.09,18.29,9.2,0.9,22.65,1.35,6.31,,,0.53,1.43,32.64,71.38,4.3,179.53,0.01,0.01,125.3,844.02,-0.48
2024-10-28,62.1,122.95,6.89,14.48,16.28,18.51,9.97,0.85,23.54,1.48,6.62,,,0.78,1.86,32.65,76.9,4.43,192.2,0.02,0.02,121.29,844.13,-0.48
2024-10-29,41.1,85.4,6.3,13.0,14.92,18.11,8.83,0.77,21.7,1.06,5.92,,,0.47,1.3,32.66,79.16,4.38,170.26,0.03,0.02,104.98,844.89,-0.48
2024-10-30,67.16,127.39,11.96,15.86,20.57,18.2,9.57,0.97,20.48,1.7,9.81,,,1.31,2.84,32.53,81.52,4.21,170.03,0.17,0.14,79.16,842.68,-0.48
2024-10-31,100.23,149.92,17.59,16.05,25.93,19.11,12.14,1.38,18.13,1.65,11.19,,,0.64,1.88,32.68,80.22,4.36,174.64,0.06,0.05,96.4,844.76,-0.49
2024-11-01,47.47,96.13,9.38,12.98,17.91,16.26,8.88,0.93,17.49,1.41,6.5,,,0.24,0.47,32.63,78.82,4.5,180.63,0.09,0.08,101.88,844.96,-0.48
2024-11-02,26.36,50.29,9.16,12.33,18.15,15.36,8.56,0.9,14.66,1.02,6.68,,,0.27,0.72,32.58,79.4,4.47,201.51,0.17,0.14,134.77,846.16,-0.48
2024-11-03,32.71,55.03,10.4,11.66,18.48,15.36,9.23,0.78,14.8,1.34,6.01,,,0.41,1.26,32.58,77.82,4.63,166.49,0.03,0.03,171.0,845.68,-0.47
2024-11-04,24.6,52.4,8.94,12.43,16.93,16.35,9.91,0.86,15.4,0.76,3.28,,,0.21,0.27,32.58,75.88,4.6,171.23,0.06,0.05,130.2,845.41,-0.46
2024-11-05,55.19,105.62,7.51,15.36,18.63,17.33,12.33,0.91,18.67,0.99,4.48,,,0.24,0.31,32.69,74.0,4.79,169.67,0.05,0.05,127.79,844.59,-0.45
2024-11-06,33.96,79.94,7.46,14.15,17.48,16.15,9.16,0.79,18.44,0.91,5.1,,,0.21,0.33,32.73,80.32,4.72,171.03,0.09,0.07,102.16,842.96,-0.48
2024-11-07,18.91,40.75,10.15,13.51,19.25,15.95,9.03,0.84,17.48,1.07,5.9,,,0.28,0.67,29.85,84.54,4.32,200.37,0.62,0.52,73.2,842.4,-0.48
2024-11-08,16.53,39.47,6.78,11.06,15.1,14.67,7.6,0.73,18.0,0.95,5.08,,,0.2,0.21,32.7,78.79,4.71,170.11,1.11,0.92,127.25,845.45,-0.45
2024-11-09,31.04,64.21,6.75,13.3,16.11,16.15,12.42,0.81,17.81,0.83,3.98,,,0.21,0.22,32.69,78.59,4.66,185.82,0.37,0.31,112.04,845.05,-0.45
2024-11-10,38.6,83.06,6.99,14.85,18.45,19.71,9.09,0.76,19.11,0.87,3.56,,,0.21,0.24,32.72,75.12,4.84,182.23,0.05,0.04,124.02,844.98,-0.44
2024-11-11,47.42,97.51,5.64,15.05,17.06,19.98,9.23,0.85,20.68,0.87,2.79,,,0.22,0.21,32.74,77.63,5.04,131.61,0.18,0.13,105.98,844.18,-0.42
2024-11-12,17.67,36.24,8.11,12.6,17.35,16.44,7.17,0.72,15.02,0.69,2.67,,,0.24,0.36,32.02,84.39,4.35,191.96,0.41,0.34,72.45,842.15,-0.46
2024-11-13,13.65,33.89,8.08,12.02,16.82,14.28,8.22,0.61,13.81,0.71,2.7,,,0.23,0.28,32.72,83.01,4.38,137.55,0.11,0.09,82.66,844.22,-0.47
2024-11-14,17.54,35.89,9.18,11.94,17.45,14.43,7.18,0.71,13.79,0.61,2.47,,,0.29,0.43,29.92,81.65,4.34,178.01,0.62,0.52,116.61,844.44,-0.46
2024-11-15,17.46,38.24,10.56,12.66,19.23,15.59,8.17,0.78,13.53,0.68,2.76,,,0.25,0.29,30.36,81.97,4.38,197.58,0.32,0.26,113.66,845.87,-0.47
2024-11-16,30.29,65.03,7.98,12.86,16.84,16.07,13.08,0.74,15.27,0.68,2.78,,,0.22,0.3,32.43,81.56,4.46,176.53,0.11,0.09,114.56,845.19,-0.46
2024-11-17,58.7,115.76,4.38,11.56,13.28,17.14,6.93,0.66,20.68,0.77,1.85,,,0.3,0.15,32.75,76.81,4.69,165.04,0.05,0.05,121.44,845.81,-0.44
2024-11-18,52.68,113.08,3.95,11.8,13.22,14.73,8.9,0.75,22.44,0.71,1.27,,,0.22,0.17,32.72,75.06,4.83,156.05,0.06,0.05,118.43,845.15,-0.44
2024-11-19,50.39,112.32,4.68,12.97,14.87,15.08,8.2,0.72,20.32,0.75,1.77,,,0.22,0.22,32.72,73.76,4.71,156.41,0.05,0.05,111.24,844.09,-0.44
2024-11-20,44.96,103.55,4.69,12.5,14.94,15.07,8.96,0.82,20.68,0.7,1.66,,,0.21,0.11,32.84,70.23,4.44,151.19,0.06,0.05,120.18,844.0,-0.45
2024-11-21,52.47,112.0,4.65,12.77,15.02,15.3,9.56,0.74,20.61,0.77,1.83,,,0.23,0.18,32.91,70.65,4.34,174.72,0.05,0.04,109.55,843.7,-0.45
2024-11-22,58.5,116.98,5.78,14.25,16.74,15.65,8.82,0.76,18.97,0.85,2.14,,,0.26,0.3,32.89,74.36,4.3,172.75,0.05,0.05,117.91,843.71,-0.44
2024-11-23,57.87,108.5,5.69,14.3,16.63,14.95,10.09,0.76,18.1,0.86,2.17,,,0.23,0.25,32.91,78.95,4.28,181.4,0.04,0.03,107.89,844.13,-0.44
2024-11-24,40.46,78.24,6.31,12.49,16.16,16.36,7.35,0.72,17.72,0.91,3.91,,,0.22,0.17,32.88,76.04,4.47,179.06,0.05,0.04,106.33,843.82,-0.44
2024-11-25,60.09,111.6,5.4,14.6,16.48,16.62,7.22,0.83,19.05,0.88,3.03,,,0.22,0.24,32.9,77.44,4.52,170.67,0.05,0.04,98.49,842.84,-0.43
2024-11-26,61.08,94.52,6.33,14.72,17.05,15.85,7.39,1.03,17.03,1.05,3.31,,,0.21,0.22,32.81,84.3,4.69,177.68,0.91,0.76,73.74,840.59,-0.43
2024-11-27,51.44,98.67,4.13,15.73,16.14,16.47,7.31,0.8,22.41,0.85,2.09,,,0.18,0.16,32.78,76.88,5.81,134.14,0.56,0.47,88.26,842.35,-0.38
2024-11-28,62.89,117.84,6.41,15.41,18.25,17.43,7.94,0.87,25.59,0.94,1.8,,,0.21,0.18,32.52,77.39,5.98,170.4,0.6,0.5,90.99,839.46,-0.37
2024-11-29,47.24,74.68,5.63,14.05,15.81,16.13,6.97,0.9,21.09,0.95,2.26,,,0.18,0.15,20.14,84.59,5.54,189.64,0.7,0.57,84.95,840.02,-0.4
2024-11-30,19.33,32.1,4.8,12.65,12.31,12.91,6.21,0.77,19.97,0.8,2.03,,,0.19,0.14,11.66,85.29,5.98,167.18,2.14,1.64,70.18,838.58,-0.36
2024-12-01,9.46,24.22,23.72,10.89,7.77,11.57,6.58,0.54,18.35,0.96,1.48,,,0.27,0.2,33.57,81.38,2.6,185.06,0.08,0.05,63.91,798.16,-0.49
2024-12-02,27.37,54.7,6.29,13.03,15.37,12.86,7.94,0.73,16.55,1.07,2.76,,,0.6,1.2,,86.99,1.25,230.47,0.02,0.02,88.76,842.15,-0.48
2024-12-03,24.01,47.65,6.02,12.4,15.48,12.97,7.95,0.63,18.85,1.5,6.43,,,0.3,0.77,33.58,81.61,2.02,170.26,0.07,0.06,116.52,844.0,-0.48
2024-12-04,18.74,35.71,9.9,11.97,17.94,12.69,7.81,0.58,20.83,0.75,4.22,,,0.28,0.77,32.31,81.03,1.92,194.19,0.32,0.27,125.08,844.47,-0.47
2024-12-05,15.5,31.89,14.07,12.84,19.86,13.95,8.77,0.78,17.85,0.76,4.81,,,0.26,0.68,31.3,80.0,1.72,187.47,0.09,0.08,122.42,845.82,-0.48
2024-12-06,18.2,46.67,15.17,12.77,20.11,13.73,8.77,0.9,17.29,0.95,4.9,,,0.46,0.9,33.07,81.0,1.8,188.19,0.05,0.04,118.15,845.31,-0.48
2024-12-07,19.66,43.23,11.15,12.78,18.03,13.71,7.41,0.58,15.24,0.85,3.8,,,0.26,0.61,32.36,78.82,2.59,169.94,0.04,0.04,122.98,804.38,-0.48
2024-12-08,25.0,53.0,10.63,13.59,18.51,13.74,7.83,0.53,14.81,0.98,4.18,,,0.3,0.74,32.51,78.37,3.09,185.26,0.05,0.04,123.85,804.64,-0.48
2024-12-09,44.91,84.91,6.59,14.52,16.88,15.21,9.5,0.73,15.53,1.77,4.44,,,0.26,0.68,32.88,79.13,3.18,183.94,0.05,0.04,113.67,803.72,-0.48
2024-12-10,45.15,85.01,5.79,14.6,17.07,15.56,8.25,0.74,18.11,1.49,4.42,,,0.16,0.3,31.85,80.28,3.94,139.36,0.06,0.05,105.61,803.19,-0.42
2024-12-11,31.97,55.8,7.34,15.52,18.39,16.67,7.76,0.71,18.54,1.59,5.44,,,0.2,0.34,29.85,84.27,3.93,139.42,0.26,0.22,78.03,801.26,-0.43
2024-12-12,30.8,52.81,10.68,13.07,16.43,16.59,7.22,0.62,22.02,3.28,12.58,,,0.22,0.52,,84.95,3.76,158.53,1.03,0.81,73.99,801.78,-0.45
2024-12-13,46.43,81.9,32.71,16.54,30.19,24.45,8.0,0.7,21.41,2.01,7.04,,,0.16,0.2,,82.8,1.88,137.83,0.0,0.0,97.26,844.72,-0.44
2024-12-14,43.35,80.41,8.91,13.05,19.01,14.61,8.21,0.67,20.72,1.97,6.44,,,0.14,0.17,32.75,76.52,4.69,123.46,0.0,0.0,113.35,845.2,-0.44
2024-12-15,42.01,81.1,5.07,12.96,14.53,14.04,8.28,0.74,19.6,2.03,6.63,,,0.14,0.15,32.72,73.87,4.81,138.12,0.0,0.0,115.45,845.03,-0.44
2024-12-16,44.76,87.49,4.31,13.6,14.51,14.19,7.76,0.71,20.82,1.78,5.61,,,0.16,0.22,32.71,73.84,4.98,134.97,0.0,0.0,124.1,844.24,-0.42
2024-12-17,53.87,101.57,6.18,14.65,15.25,16.26,9.63,0.69,23.04,1.69,7.09,,,0.15,0.19,32.76,78.83,5.19,158.14,0.25,0.2,92.22,841.12,-0.4
2024-12-18,49.54,80.14,6.39,14.25,16.28,16.44,7.96,0.66,15.87,1.74,6.72,,,0.16,0.19,29.21,84.61,4.75,209.2,0.76,0.52,78.92,841.3,-0.42
2024-12-19,36.4,62.78,8.88,15.28,20.24,17.3,6.96,0.68,14.14,2.28,6.74,,,0.16,0.24,,88.64,1.58,197.84,0.08,0.06,78.09,842.45,-0.44
2024-12-20,20.77,39.06,17.5,15.36,20.53,17.43,7.31,0.7,26.95,1.78,9.32,,,0.18,0.27,32.73,83.88,4.44,201.42,1.18,0.35,101.54,843.34,-0.43
2024-12-21,21.97,47.12,9.02,14.97,19.85,16.35,8.31,0.83,14.08,1.79,7.53,,,0.19,0.33,33.01,81.41,3.68,162.04,1.11,0.92,118.57,844.48,-0.44
2024-12-22,15.59,38.74,7.81,13.13,16.93,14.28,6.8,0.61,15.88,1.26,4.53,,,0.18,0.26,32.68,80.02,3.75,161.4,1.11,0.92,115.39,844.51,-0.44
2024-12-23,20.06,47.94,8.64,13.71,15.38,14.58,7.76,0.65,16.18,1.13,3.49,,,0.18,0.24,32.82,77.83,4.42,160.52,1.11,0.92,130.15,844.33,-0.4
2024-12-24,14.24,26.99,7.13,13.58,16.81,17.49,7.09,0.68,17.29,1.32,6.84,,,0.16,0.18,32.79,83.0,4.6,196.26,1.1,0.92,93.28,841.42,-0.4
2024-12-25,24.69,42.81,6.97,11.76,15.57,23.67,7.82,0.76,14.34,1.51,10.14,,,0.14,0.18,27.67,84.65,4.38,190.48,0.49,0.41,89.89,842.42,-0.42
2024-12-26,16.74,32.35,7.4,10.32,13.89,19.69,7.31,0.64,14.98,2.47,9.47,,,0.28,0.64,27.18,83.48,3.88,174.38,0.31,0.25,113.93,845.94,-0.45
2024-12-27,20.59,42.71,6.83,11.76,14.6,19.22,7.37,0.66,15.38,2.12,9.81,,,0.3,0.84,31.26,81.34,3.95,160.16,0.41,0.34,119.33,847.4,-0.45
2024-12-28,30.23,61.31,6.7,12.59,15.53,19.27,7.32,0.66,16.45,1.68,6.21,,,0.16,0.18,32.98,79.2,3.76,153.87,0.14,0.12,119.71,847.0,-0.45
2024-12-29,47.87,82.11,6.98,13.13,16.45,20.15,7.51,0.73,20.78,1.43,4.51,,,0.16,0.18,32.92,81.84,4.5,126.47,0.14,0.12,101.51,845.75,-0.4
2024-12-30,47.63,84.98,5.0,11.66,13.43,11.95,7.66,0.73,18.01,1.55,5.15,,,0.15,0.2,32.97,81.81,4.21,126.44,0.14,0.12,112.43,845.44,-0.42
2024-12-31,54.84,99.51,5.86,12.08,14.09,12.37,8.44,0.73,18.9,1.65,4.77,,,0.16,0.26,31.78,81.17,4.38,127.57,0.14,0.12,116.73,845.6,-0.44
